  Freq. No. =   1,  f = 6.0415e+03 (Hz),  k = (0.1832D+01, 0.0000D+00):
 Solution on the Boundary:
Elements: this line is just for fun 
1 ( -2.957584e+06 , -4.419648e+06 ) 
1025 ( -2.122681e+06 , -1.245088e+05 ) 
1026 ( 8.576055e+05 , 2.234842e+06 ) 
1027 ( 1.580425e+06 , 3.500552e+06 ) 
1028 ( 1.167454e+06 , -7.556754e+04 ) 
1029 ( 3.541779e+06 , -3.396359e+06 ) 
1030 ( 2.881084e+06 , 4.498506e+04 ) 
1031 ( -2.514479e+04 , 2.755176e+06 ) 
1032 ( 1.572911e+06 , 1.418892e+06 ) 
1033 ( -9.679916e+05 , -1.490050e+06 ) 
1034 ( 6.539315e+05 , -1.525766e+06 ) 
1035 ( 2.432718e+06 , -8.341049e+05 ) 
1036 ( 1.724625e+06 , -7.972038e+05 ) 
1037 ( -1.325618e+06 , 1.996336e+06 ) 
1038 ( -1.177485e+06 , 1.365789e+06 ) 
1039 ( -8.864804e+05 , 7.962777e+05 ) 
1040 ( -5.781881e+05 , -4.441011e+05 ) 
1041 ( -2.405429e+04 , 1.553244e+05 ) 
1042 ( -1.132614e+06 , -1.409997e+06 ) 
1043 ( -2.762532e+05 , 2.518423e+05 ) 
1044 ( -7.821335e+05 , 7.648188e+05 ) 
1045 ( -2.194030e+06 , -7.872875e+05 ) 
1046 ( -1.390290e+06 , 3.757088e+05 ) 
1047 ( -4.345136e+05 , 1.233708e+06 ) 
1048 ( -1.742329e+06 , -1.382387e+06 ) 
1049 ( 1.903903e+05 , -5.620962e+05 ) 
1050 ( -2.087606e+05 , -2.871678e+03 ) 
1051 ( 2.909282e+05 , 2.095809e+06 ) 
1052 ( -6.707919e+05 , 7.215934e+05 ) 
1053 ( 1.129318e+06 , -3.584819e+05 ) 
1054 ( -2.004298e+04 , -1.243341e+05 ) 
1055 ( -2.145299e+06 , 1.328525e+06 ) 
1056 ( -5.455260e+05 , -1.805017e+05 ) 
1057 ( 2.942119e+06 , -9.189652e+05 ) 
1058 ( 1.165141e+06 , -6.236700e+05 ) 
1059 ( -1.053703e+06 , 5.684385e+05 ) 
1060 ( 6.923234e+05 , -4.327054e+05 ) 
1061 ( -6.950136e+05 , -4.473644e+05 ) 
1062 ( -4.838537e+05 , 7.154906e+05 ) 
1063 ( 5.486892e+05 , 2.914237e+06 ) 
1064 ( 5.527439e+05 , 7.138558e+04 ) 
1065 ( -5.938419e+05 , -1.217752e+06 ) 
1066 ( -1.301315e+06 , -1.508273e+06 ) 
1067 ( -7.559685e+05 , -1.970713e+05 ) 
1068 ( -8.432758e+05 , -2.747969e+05 ) 
1069 ( 6.743373e+04 , 1.444819e+06 ) 
1070 ( 2.231849e+05 , 2.577614e+06 ) 
1071 ( -7.076753e+05 , 2.277319e+06 ) 
1072 ( -1.267229e+06 , -1.434525e+05 ) 
1073 ( 1.034528e+06 , -1.114826e+06 ) 
1074 ( -3.102686e+06 , -2.352788e+06 ) 
1075 ( -1.067790e+06 , -4.147513e+05 ) 
1076 ( 3.709793e+05 , 1.367986e+06 ) 
1077 ( -1.632831e+06 , 2.315746e+06 ) 
1078 ( 1.820503e+06 , 5.969640e+06 ) 
1079 ( -3.651062e+06 , 1.931635e+06 ) 
1080 ( -6.181277e+06 , -1.016542e+06 ) 
1081 ( 1.921751e+06 , 2.785080e+06 ) 
1082 ( -4.944205e+06 , -8.531013e+05 ) 
1083 ( 2.722894e+06 , 3.317991e+06 ) 
1084 ( 1.043817e+07 , 6.462041e+06 ) 
1085 ( -2.735723e+06 , -4.340698e+05 ) 
1086 ( 2.294687e+06 , 2.569242e+06 ) 
1087 ( -5.372778e+06 , -2.880033e+06 ) 
1088 ( -1.356553e+07 , -3.168665e+06 ) 
1089 ( 5.110172e+06 , 7.406990e+06 ) 
1090 ( -2.996114e+06 , 3.065697e+06 ) 
1091 ( -9.800019e+04 , 4.804104e+06 ) 
1092 ( 7.819305e+06 , 6.167121e+06 ) 
1093 ( -2.194569e+06 , -2.684757e+06 ) 
1094 ( -5.543682e+05 , -2.966400e+06 ) 
1095 ( -6.545901e+06 , -3.597767e+06 ) 
1096 ( 1.044929e+06 , -1.267954e+06 ) 
1097 ( 4.907398e+05 , 2.012749e+06 ) 
1098 ( -1.605927e+06 , 1.019849e+06 ) 
1099 ( 1.100512e+06 , 1.193551e+06 ) 
1100 ( 1.057375e+06 , -5.650602e+05 ) 
1101 ( 9.579858e+04 , -1.282778e+06 ) 
1102 ( 6.911639e+05 , -5.401634e+05 ) 
1103 ( -4.403449e+05 , -6.963301e+05 ) 
1104 ( -1.465994e+06 , -3.454246e+05 ) 
1105 ( -1.419089e+06 , 1.902341e+06 ) 
1106 ( -2.028479e+06 , 9.468097e+05 ) 
1107 ( 2.204832e+05 , 1.984339e+06 ) 
1108 ( 4.068856e+05 , 9.195702e+05 ) 
1109 ( 5.345791e+05 , -1.001246e+06 ) 
1110 ( 2.053710e+06 , 8.311193e+04 ) 
1111 ( -9.984705e+04 , -1.175598e+06 ) 
1112 ( -1.570821e+06 , -4.997586e+05 ) 
1113 ( 9.795719e+05 , 3.387637e+06 ) 
1114 ( -6.982031e+05 , 2.898702e+06 ) 
1115 ( 1.981671e+05 , 2.797211e+06 ) 
1116 ( 2.246278e+06 , 2.194465e+06 ) 
1117 ( 8.454693e+04 , -1.390599e+06 ) 
1118 ( 1.619384e+06 , -6.500486e+05 ) 
1119 ( -2.665843e+05 , -5.093062e+05 ) 
1120 ( -1.035611e+06 , 8.848611e+05 ) 
1121 ( 1.029747e+06 , 4.061835e+06 ) 
1122 ( -1.406236e+06 , 3.580354e+06 ) 
1123 ( 1.260901e+05 , 1.439422e+06 ) 
1124 ( 1.870863e+06 , 1.137510e+06 ) 
1125 ( -2.163165e+06 , 2.694485e+06 ) 
1126 ( -1.086729e+06 , -5.009001e+05 ) 
1127 ( -7.766609e+05 , -1.827632e+06 ) 
1128 ( -2.540506e+06 , 2.382659e+06 ) 
1129 ( 1.599361e+06 , 5.467247e+05 ) 
1130 ( -2.654896e+05 , 2.136240e+06 ) 
1131 ( -1.485880e+06 , 2.131278e+06 ) 
1132 ( 2.636443e+05 , 1.136000e+06 ) 
1133 ( -3.721251e+05 , 1.691773e+06 ) 
1134 ( 7.568846e+05 , 2.267617e+06 ) 
1135 ( 3.875787e+05 , 1.967010e+06 ) 
1136 ( -2.634486e+05 , 2.377833e+06 ) 
1137 ( 7.748064e+05 , 1.582300e+06 ) 
1138 ( 1.523487e+06 , 2.366829e+06 ) 
1139 ( 9.747148e+05 , 1.060748e+06 ) 
1140 ( 1.236174e+06 , 2.088384e+06 ) 
1141 ( 1.295382e+06 , 2.988298e+06 ) 
1142 ( 2.278056e+06 , 2.976789e+06 ) 
1143 ( 7.684649e+05 , 1.627741e+06 ) 
1144 ( 1.602494e+06 , 2.844124e+06 ) 
1145 ( 1.437676e+06 , 2.851402e+06 ) 
1146 ( 1.289590e+06 , 1.568631e+06 ) 
1147 ( 9.663010e+05 , -7.957977e+05 ) 
1148 ( 2.347326e+06 , 2.330513e+06 ) 
1149 ( -1.997956e+06 , 2.741565e+06 ) 
1150 ( -1.000066e+06 , 3.269657e+06 ) 
1151 ( 1.755739e+06 , 1.906916e+06 ) 
1152 ( 4.499345e+05 , 2.151345e+06 ) 
1153 ( -1.981711e+06 , 1.842680e+06 ) 
1154 ( -5.382550e+05 , 1.486697e+06 ) 
1155 ( -2.077139e+05 , 6.763961e+05 ) 
1156 ( -1.515635e+06 , 2.764831e+06 ) 
1157 ( 1.478489e+06 , 4.196016e+06 ) 
1158 ( 2.342068e+06 , 3.785885e+06 ) 
1159 ( 1.719095e+06 , 5.127253e+04 ) 
1160 ( 7.692828e+05 , 2.059916e+06 ) 
1161 ( 2.860920e+05 , 1.192401e+06 ) 
1162 ( -9.942879e+04 , 2.431082e+05 ) 
1163 ( -8.115685e+05 , 7.869696e+05 ) 
1164 ( 1.607937e+06 , 3.136503e+06 ) 
1165 ( 1.878021e+05 , 2.412373e+06 ) 
1166 ( 1.562127e+06 , 3.039590e+06 ) 
1167 ( 1.569671e+05 , 1.692317e+05 ) 
1168 ( -6.067734e+04 , 3.088652e+05 ) 
1169 ( 5.104197e+05 , 4.215660e+05 ) 
1170 ( 9.955801e+05 , -8.728723e+05 ) 
1171 ( 1.957629e+06 , 1.948639e+06 ) 
1172 ( 2.120880e+06 , 2.995849e+06 ) 
1173 ( -1.819166e+06 , 6.950864e+05 ) 
1174 ( 3.576881e+05 , 1.829604e+06 ) 
1175 ( 6.324265e+05 , -1.065212e+06 ) 
1176 ( 4.492463e+04 , -1.697320e+06 ) 
1177 ( 8.461715e+05 , 2.820501e+06 ) 
1178 ( 5.838856e+05 , 1.772054e+05 ) 
1179 ( 4.688419e+05 , 2.384444e+06 ) 
1180 ( 8.165617e+05 , 3.228969e+06 ) 
1181 ( -1.033126e+06 , -3.028527e+06 ) 
1182 ( 2.725117e+06 , 1.506939e+05 ) 
1183 ( 2.956948e+06 , -3.746697e+04 ) 
1184 ( 9.995284e+05 , -1.803989e+06 ) 
1185 ( -6.189202e+05 , 3.708367e+06 ) 
1186 ( -1.435293e+06 , 2.117792e+06 ) 
1187 ( -1.530550e+05 , 2.822723e+06 ) 
1188 ( 1.760114e+06 , 2.442569e+06 ) 
1189 ( -1.239160e+06 , -2.379851e+06 ) 
1190 ( 3.302474e+06 , 7.704161e+04 ) 
1191 ( 1.817848e+06 , 4.714816e+05 ) 
1192 ( -8.650262e+05 , 2.303534e+05 ) 
1193 ( 1.534864e+06 , 1.918763e+06 ) 
1194 ( -9.510581e+05 , 2.240277e+06 ) 
1195 ( 8.812152e+05 , 2.850340e+06 ) 
1196 ( 3.409759e+06 , 1.710849e+06 ) 
1197 ( -1.789872e+05 , -1.365678e+05 ) 
1198 ( 1.385039e+06 , 5.474645e+05 ) 
1199 ( -1.379806e+06 , -6.414734e+04 ) 
1200 ( -1.903302e+06 , 9.314876e+05 ) 
1201 ( 1.693262e+06 , 2.419126e+06 ) 
1202 ( 5.733051e+05 , 2.016173e+06 ) 
1203 ( 1.560890e+06 , 2.220652e+06 ) 
1204 ( 2.526138e+06 , 1.781051e+06 ) 
1205 ( -3.405624e+05 , -1.142874e+06 ) 
1206 ( -3.890536e+05 , -8.652236e+05 ) 
1207 ( -1.107480e+06 , 4.219898e+04 ) 
1208 ( -6.737370e+05 , 5.255191e+05 ) 
1209 ( -3.215612e+05 , 1.684931e+06 ) 
1210 ( -1.052229e+06 , 1.120849e+06 ) 
1211 ( -3.361096e+04 , 1.081312e+06 ) 
1212 ( -1.968304e+05 , 2.806326e+04 ) 
1213 ( -6.054196e+05 , -4.069293e+05 ) 
1214 ( -6.195126e+04 , -7.033164e+04 ) 
1215 ( -1.070359e+05 , 3.782279e+05 ) 
1216 ( -1.183484e+06 , 5.035807e+05 ) 
1217 ( -2.143744e+05 , 5.019695e+05 ) 
1218 ( -8.297264e+05 , 3.914466e+05 ) 
1219 ( -6.287201e+05 , 1.944691e+06 ) 
1220 ( -8.986906e+04 , 5.093481e+05 ) 
1221 ( 6.082225e+05 , -2.643073e+06 ) 
1222 ( 1.956637e+06 , -1.111399e+06 ) 
1223 ( 5.627291e+05 , 7.716502e+05 ) 
1224 ( -2.998493e+05 , -6.648595e+05 ) 
1225 ( -1.940590e+06 , 1.937266e+06 ) 
1226 ( -2.717418e+05 , 1.240486e+06 ) 
1227 ( 9.060607e+05 , 1.511560e+06 ) 
1228 ( -1.236403e+06 , 6.891825e+05 ) 
1229 ( 3.245942e+05 , 4.386236e+05 ) 
1230 ( 1.352893e+05 , -1.691970e+06 ) 
1231 ( 4.608389e+05 , -1.525288e+06 ) 
1232 ( 2.408486e+05 , 6.489602e+04 ) 
1233 ( -6.154161e+05 , -6.363467e+05 ) 
1234 ( -2.344425e+06 , -9.656262e+05 ) 
1235 ( -1.584558e+06 , -4.442493e+04 ) 
1236 ( -7.366075e+05 , -1.673511e+06 ) 
1237 ( -1.410553e+06 , -1.333151e+05 ) 
1238 ( -1.845267e+06 , -6.636243e+05 ) 
1239 ( -6.299519e+05 , 6.621293e+05 ) 
1240 ( -2.480010e+06 , -6.516977e+05 ) 
1241 ( -1.616571e+06 , -2.568276e+06 ) 
1242 ( -3.547801e+06 , -2.098161e+06 ) 
1243 ( -2.047940e+06 , 9.583324e+05 ) 
1244 ( -2.253118e+06 , -1.238228e+06 ) 
1245 ( 2.950814e+06 , 6.659467e+05 ) 
1246 ( 7.088098e+06 , 1.776945e+06 ) 
1247 ( -1.442961e+06 , 1.193913e+06 ) 
1248 ( -1.195497e+06 , -1.242984e+06 ) 
1249 ( -1.632400e+05 , -5.370584e+05 ) 
1250 ( -2.010582e+06 , -3.204468e+06 ) 
1251 ( 5.922707e+06 , 1.567367e+06 ) 
1252 ( -1.272472e+06 , 1.650759e+06 ) 
1253 ( 1.290465e+05 , -3.370589e+06 ) 
1254 ( 1.366940e+06 , -2.992965e+06 ) 
1255 ( -6.922345e+06 , -4.276088e+06 ) 
1256 ( -2.773998e+06 , -5.188677e+06 ) 
1257 ( -5.331193e+06 , 3.187958e+04 ) 
1258 ( 4.181331e+06 , -5.121025e+04 ) 
1259 ( 1.733364e+06 , 2.435873e+06 ) 
1260 ( 3.524037e+05 , -5.902764e+05 ) 
1261 ( -1.323397e+06 , -1.292808e+06 ) 
1262 ( -2.063946e+06 , -7.962546e+05 ) 
1263 ( -1.577235e+06 , -1.199176e+06 ) 
1264 ( -1.187719e+04 , -1.347258e+06 ) 
1265 ( 1.885188e+05 , 2.318171e+06 ) 
1266 ( -7.231454e+05 , 2.100297e+06 ) 
1267 ( -9.751597e+05 , 2.050616e+06 ) 
1268 ( -1.444652e+06 , 1.073255e+06 ) 
1269 ( -1.417015e+05 , -1.057031e+06 ) 
1270 ( -9.160367e+05 , -8.525702e+05 ) 
1271 ( -5.939604e+05 , -2.027301e+05 ) 
1272 ( -4.969256e+05 , 6.696811e+05 ) 
1273 ( -9.917355e+05 , 2.166229e+06 ) 
1274 ( -1.842265e+06 , 2.289008e+06 ) 
1275 ( -1.279543e+06 , 8.719248e+05 ) 
1276 ( -1.207569e+06 , 2.110360e+05 ) 
1277 ( 1.234807e+06 , 1.103571e+06 ) 
1278 ( -2.919839e+05 , 4.218071e+05 ) 
1279 ( -1.402186e+06 , 3.536123e+05 ) 
1280 ( -1.240395e+06 , 1.948192e+06 ) 
1281 ( -1.153652e+06 , 1.830614e+06 ) 
1282 ( -2.034623e+06 , 4.591666e+05 ) 
1283 ( -7.889416e+05 , -5.264875e+05 ) 
1284 ( -5.722650e+05 , 2.926089e+05 ) 
1285 ( 7.414386e+05 , 6.206840e+05 ) 
1286 ( 7.702808e+05 , 3.982825e+05 ) 
1287 ( -7.277014e+05 , -8.169055e+04 ) 
1288 ( -1.418161e+06 , 2.658330e+05 ) 
1289 ( 1.586069e+04 , 2.213871e+06 ) 
1290 ( -1.224763e+06 , 9.634196e+05 ) 
1291 ( 2.028044e+05 , 4.271737e+05 ) 
1292 ( 9.405453e+05 , 8.995298e+05 ) 
1293 ( -1.630610e+06 , -3.380441e+05 ) 
1294 ( 2.910055e+05 , -2.925979e+05 ) 
1295 ( 5.750375e+05 , 2.417666e+05 ) 
1296 ( -1.384038e+06 , 2.889787e+05 ) 
1297 ( 7.247133e+05 , 1.594617e+06 ) 
1298 ( -4.747829e+05 , 1.336301e+06 ) 
1299 ( 1.586629e+05 , 5.522210e+05 ) 
1300 ( 8.490104e+05 , 2.746313e+05 ) 
1301 ( -8.839652e+05 , 8.716511e+05 ) 
1302 ( 7.849510e+05 , 1.435534e+06 ) 
1303 ( 4.555104e+05 , 9.098307e+05 ) 
1304 ( -6.431403e+05 , 1.318094e+06 ) 
1305 ( 8.630535e+05 , 1.687613e+06 ) 
1306 ( 1.105803e+06 , 1.708521e+06 ) 
1307 ( 1.100936e+06 , 1.590145e+06 ) 
1308 ( 1.529885e+06 , 1.829294e+06 ) 
1309 ( 7.565299e+05 , 6.816351e+05 ) 
1310 ( 1.297165e+06 , 5.343817e+05 ) 
1311 ( 5.655078e+05 , -1.364535e+05 ) 
1312 ( 1.037108e+06 , 1.007802e+06 ) 
1313 ( -1.675392e+05 , 2.577785e+06 ) 
1314 ( -2.447312e+05 , 2.470685e+06 ) 
1315 ( 4.920439e+05 , 7.741957e+05 ) 
1316 ( 1.107108e+06 , 1.231495e+06 ) 
1317 ( 2.584901e+05 , 2.183178e+06 ) 
1318 ( 4.996285e+05 , 1.484791e+06 ) 
1319 ( 2.460994e+05 , 3.621525e+05 ) 
1320 ( -1.901148e+05 , 2.317110e+06 ) 
1321 ( 2.646162e+06 , 1.629938e+06 ) 
1322 ( 1.820379e+06 , 1.655633e+05 ) 
1323 ( 2.631140e+06 , 1.251278e+06 ) 
1324 ( 2.517043e+06 , 2.171990e+06 ) 
1325 ( 1.045950e+05 , -6.166708e+05 ) 
1326 ( -7.752382e+05 , 3.366021e+06 ) 
1327 ( -3.586706e+06 , 1.423293e+06 ) 
1328 ( -3.143847e+05 , -5.602643e+05 ) 
1329 ( -7.248597e+04 , 2.670081e+06 ) 
1330 ( 1.615642e+06 , 2.933003e+06 ) 
1331 ( 3.689196e+06 , 5.779910e+06 ) 
1332 ( 7.328294e+05 , 5.306878e+06 ) 
1333 ( 2.162402e+06 , 1.619182e+06 ) 
1334 ( 4.721271e+06 , 1.960040e+06 ) 
1335 ( -8.535286e+05 , -3.657301e+06 ) 
1336 ( 1.755441e+06 , 7.230552e+05 ) 
1337 ( 1.403243e+06 , 4.020800e+06 ) 
1338 ( 1.446281e+06 , 3.789080e+06 ) 
1339 ( 5.326507e+06 , 3.298815e+06 ) 
1340 ( 5.719685e+06 , 4.156779e+06 ) 
1341 ( -3.135028e+06 , 1.859139e+06 ) 
1342 ( -2.514666e+06 , 2.265832e+06 ) 
1343 ( -1.540550e+06 , -1.277065e+06 ) 
1344 ( -1.507082e+06 , 1.852101e+06 ) 
1345 ( 2.104042e+06 , 4.005021e+06 ) 
1346 ( 9.312467e+05 , 3.952406e+06 ) 
1347 ( 6.778271e+04 , 4.588964e+06 ) 
1348 ( -1.004972e+06 , 4.344097e+06 ) 
1349 ( -4.399353e+05 , -2.212369e+06 ) 
1350 ( 1.980291e+06 , -2.416744e+05 ) 
1351 ( 7.890358e+05 , -7.978605e+05 ) 
1352 ( 1.041736e+06 , 1.221420e+06 ) 
1353 ( 1.942569e+06 , 4.462020e+06 ) 
1354 ( -1.721209e+05 , 5.563683e+06 ) 
1355 ( -1.158789e+05 , 3.401061e+06 ) 
1356 ( 1.987394e+06 , 2.345177e+06 ) 
1357 ( -6.568732e+05 , -1.281261e+04 ) 
1358 ( 8.307439e+05 , -1.037172e+06 ) 
1359 ( -5.305579e+05 , 6.774382e+05 ) 
1360 ( -8.161299e+05 , 3.669799e+06 ) 
1361 ( 4.082091e+05 , 1.478778e+06 ) 
1362 ( 5.966443e+05 , 1.991129e+06 ) 
1363 ( 1.712749e+06 , 1.947617e+05 ) 
1364 ( 1.647516e+06 , -7.854353e+05 ) 
1365 ( 7.566946e+04 , 2.333686e+05 ) 
1366 ( 9.518864e+05 , -4.530048e+05 ) 
1367 ( -7.135161e+05 , 8.624999e+05 ) 
1368 ( -1.187638e+05 , 1.818204e+06 ) 
1369 ( 2.936678e+05 , 4.122740e+05 ) 
1370 ( 6.643311e+05 , 1.216197e+06 ) 
1371 ( 1.750230e+06 , 8.450604e+05 ) 
1372 ( 1.629105e+06 , -4.242304e+05 ) 
1373 ( -8.425797e+05 , -1.468205e+05 ) 
1374 ( 6.744214e+05 , -6.498661e+05 ) 
1375 ( -1.802376e+05 , 8.170707e+05 ) 
1376 ( -1.750498e+05 , 1.032815e+06 ) 
1377 ( 7.821986e+05 , -3.884243e+05 ) 
1378 ( 1.454254e+06 , 1.800483e+06 ) 
1379 ( 2.000869e+06 , 1.776343e+06 ) 
1380 ( 1.604344e+06 , -4.218664e+05 ) 
1381 ( -6.536504e+05 , 4.152317e+05 ) 
1382 ( -6.708575e+05 , 3.175193e+05 ) 
1383 ( -3.100646e+05 , 1.826640e+06 ) 
1384 ( 3.843680e+05 , 2.047349e+06 ) 
1385 ( 3.345648e+05 , 1.649292e+05 ) 
1386 ( 6.894241e+05 , 1.051987e+06 ) 
1387 ( -1.711876e+05 , 4.131658e+05 ) 
1388 ( -4.353719e+05 , -1.265521e+05 ) 
1389 ( 1.220993e+06 , 9.725448e+05 ) 
1390 ( 7.483407e+05 , 9.300616e+05 ) 
1391 ( 3.051957e+05 , 1.355584e+06 ) 
1392 ( 9.721837e+05 , 1.547372e+06 ) 
1393 ( -2.734555e+05 , 3.728425e+05 ) 
1394 ( -7.607314e+05 , 2.990109e+05 ) 
1395 ( -5.441940e+05 , 3.936262e+05 ) 
1396 ( 5.068867e+04 , 5.008237e+05 ) 
1397 ( 3.413641e+05 , 1.431192e+05 ) 
1398 ( 4.951406e+05 , -7.590708e+05 ) 
1399 ( 1.923572e+05 , -1.251673e+05 ) 
1400 ( -4.627177e+05 , 6.227721e+04 ) 
1401 ( -3.483142e+05 , 5.733779e+05 ) 
1402 ( -2.232929e+06 , 1.357796e+05 ) 
1403 ( -1.054445e+06 , -4.754229e+05 ) 
1404 ( -1.201718e+05 , -7.307490e+05 ) 
1405 ( -9.874323e+05 , -4.948286e+05 ) 
1406 ( -6.045407e+05 , -4.918449e+05 ) 
1407 ( -9.081756e+05 , 8.923317e+05 ) 
1408 ( -2.433682e+06 , 2.157772e+05 ) 
1409 ( -3.156146e+05 , -1.853997e+05 ) 
1410 ( -1.064046e+06 , 3.882771e+05 ) 
1411 ( -4.782020e+05 , 7.795547e+05 ) 
1412 ( -3.063471e+05 , -4.980216e+05 ) 
1413 ( -6.531404e+05 , -8.923568e+05 ) 
1414 ( -9.483755e+05 , -1.582962e+06 ) 
1415 ( -2.061751e+06 , 1.709064e+06 ) 
1416 ( 5.807805e+04 , 3.150272e+05 ) 
1417 ( -6.246874e+06 , 7.574851e+05 ) 
1418 ( -7.222021e+05 , 2.807531e+06 ) 
1419 ( -4.326984e+06 , -2.651838e+06 ) 
1420 ( -1.066841e+07 , -2.748709e+06 ) 
1421 ( 7.582402e+06 , 4.842058e+06 ) 
1422 ( -4.971975e+06 , -1.758101e+06 ) 
1423 ( 2.162069e+06 , 3.392690e+06 ) 
1424 ( 9.188925e+06 , 5.191043e+06 ) 
1425 ( -1.145346e+07 , -8.271309e+06 ) 
1426 ( -5.400938e+06 , -8.634030e+06 ) 
1427 ( -5.897329e+06 , -8.883527e+06 ) 
1428 ( -3.738007e+06 , -7.732307e+06 ) 
1429 ( 3.239870e+06 , 8.033940e+05 ) 
1430 ( -6.629738e+05 , 5.651653e+05 ) 
1431 ( 5.473601e+05 , 2.041986e+06 ) 
1432 ( 9.570296e+04 , -3.882419e+06 ) 
1433 ( -8.164112e+05 , -3.776247e+06 ) 
1434 ( 1.088567e+06 , -4.798646e+06 ) 
1435 ( -1.180037e+06 , -2.936835e+06 ) 
1436 ( -1.215801e+06 , -1.896293e+06 ) 
1437 ( 2.804285e+05 , 2.624890e+06 ) 
1438 ( -3.519729e+05 , 2.184585e+06 ) 
1439 ( 2.387580e+06 , 4.294528e+05 ) 
1440 ( 2.063653e+06 , -2.278376e+06 ) 
1441 ( -1.102347e+06 , -1.761466e+06 ) 
1442 ( -1.171859e+06 , -3.750091e+06 ) 
1443 ( -2.304858e+06 , -7.374860e+05 ) 
1444 ( -1.927036e+06 , 7.154160e+05 ) 
1445 ( -1.021015e+06 , 7.832009e+05 ) 
1446 ( -9.818126e+05 , 7.088611e+05 ) 
1447 ( 1.642373e+06 , -9.373027e+05 ) 
1448 ( -2.242466e+05 , -3.150869e+06 ) 
1449 ( -1.227172e+06 , 3.643212e+04 ) 
1450 ( -2.470947e+05 , -1.332132e+06 ) 
1451 ( -1.074358e+06 , -5.422604e+04 ) 
1452 ( -1.643267e+06 , 8.093404e+05 ) 
1453 ( 9.060532e+05 , 4.196692e+04 ) 
1454 ( -9.681454e+05 , 1.738584e+06 ) 
1455 ( 1.733525e+05 , 1.162897e+06 ) 
1456 ( 5.517706e+05 , -9.928376e+05 ) 
1457 ( -1.963467e+06 , 1.003199e+06 ) 
1458 ( -1.396741e+06 , 7.333649e+04 ) 
1459 ( -1.612193e+06 , 8.077744e+05 ) 
1460 ( -2.190114e+06 , 1.885719e+06 ) 
1461 ( 1.003991e+06 , 1.092151e+06 ) 
1462 ( -1.802910e+05 , 1.816077e+06 ) 
1463 ( 2.104249e+05 , 5.479685e+05 ) 
1464 ( -1.912509e+05 , 6.992976e+04 ) 
1465 ( -1.015411e+06 , 1.322728e+06 ) 
1466 ( -1.565679e+06 , 5.440221e+05 ) 
1467 ( -1.588289e+06 , 6.561933e+05 ) 
1468 ( -1.167627e+06 , 1.891232e+06 ) 
1469 ( 9.011245e+05 , 1.997081e+06 ) 
1470 ( -3.422621e+05 , 1.782620e+06 ) 
1471 ( -1.098485e+06 , 3.936257e+05 ) 
1472 ( -9.709103e+05 , 6.054412e+05 ) 
1473 ( -2.371858e+05 , 1.407380e+06 ) 
1474 ( 1.555171e+05 , -5.282407e+05 ) 
1475 ( -2.003978e+05 , -5.332461e+05 ) 
1476 ( -4.046330e+05 , 1.413694e+06 ) 
1477 ( -7.092926e+04 , 4.931751e+05 ) 
1478 ( -2.001913e+05 , 1.636193e+06 ) 
1479 ( 8.306128e+05 , 9.807287e+05 ) 
1480 ( 4.261297e+05 , -3.940473e+05 ) 
1481 ( -2.386956e+05 , 9.249190e+05 ) 
1482 ( -1.258007e+05 , -5.854319e+05 ) 
1483 ( -7.662665e+05 , 5.728689e+05 ) 
1484 ( -6.797652e+05 , 1.624401e+06 ) 
1485 ( 1.284697e+05 , 4.370917e+05 ) 
1486 ( 5.500284e+05 , 1.942524e+06 ) 
1487 ( 1.062240e+06 , 1.836549e+05 ) 
1488 ( 4.408818e+05 , -7.272558e+05 ) 
1489 ( 5.636431e+05 , 9.165444e+05 ) 
1490 ( 6.422009e+05 , 8.328929e+05 ) 
1491 ( -4.668065e+05 , 2.621474e+06 ) 
1492 ( 2.750870e+05 , 2.680881e+06 ) 
1493 ( 3.586232e+05 , 2.165217e+04 ) 
1494 ( 1.324654e+06 , 1.729957e+06 ) 
1495 ( 1.175334e+06 , 4.049685e+05 ) 
1496 ( 1.001688e+06 , 8.570930e+04 ) 
1497 ( 9.907680e+05 , 1.827568e+06 ) 
1498 ( 2.005569e+06 , 6.797516e+05 ) 
1499 ( 1.026384e+06 , 1.506000e+06 ) 
1500 ( 1.469105e+06 , 2.496651e+06 ) 
1501 ( 5.902337e+05 , 1.195814e+06 ) 
1502 ( 7.410967e+04 , 2.612056e+06 ) 
1503 ( -7.578255e+04 , -1.537603e+06 ) 
1504 ( 1.625234e+06 , -2.859221e+05 ) 
1505 ( 2.782020e+04 , -3.650631e+06 ) 
1506 ( -3.601609e+05 , -5.658351e+05 ) 
1507 ( 7.799710e+05 , -2.688675e+06 ) 
1508 ( 2.450199e+06 , -3.767568e+06 ) 
1509 ( 1.022161e+06 , 4.392543e+06 ) 
1510 ( 1.353825e+06 , 4.500757e+06 ) 
1511 ( -2.247515e+06 , 5.728737e+06 ) 
1512 ( -1.301819e+06 , 3.435361e+06 ) 
1513 ( 2.989825e+06 , -4.573352e+06 ) 
1514 ( 6.296363e+06 , -6.070756e+04 ) 
1515 ( 2.965358e+06 , -3.644462e+04 ) 
1516 ( 3.735649e+06 , 1.452109e+06 ) 
1517 ( 9.596762e+05 , 5.250242e+06 ) 
1518 ( -1.796646e+06 , 7.806209e+06 ) 
1519 ( 2.954788e+06 , 4.672499e+06 ) 
1520 ( 4.956897e+06 , 3.254046e+06 ) 
